"Group","AgeGroup","Education_Years","ShareHomeWith","RelationWithAdultFamily","UPF.Freq","UPF.Freq.N","Smartphone.ownership","Exercise.Freq","Overall.MHQ","AgeOfFirstSP","MHQ_bucket"
"GM","55-64",15,"4","1_Very Close to Most","several times a day",45,"Yes","several days a week",146.2,"Above 25","Succeeding"
"GM","25-34",15,"3","1_Very Close to Most","several times a day",45,"Yes","once a day",-30.3,"Above 25","Struggling"
"GM","21-24",12,"1","1_Very Close to Most","several times a day",45,"Yes","rarely/never",-23.7,"18","Struggling"
"GM","25-34",14,"1","5_Dont Have Family","several times a day",45,"No","once a day",-66.5,"Above 25","Struggling"
"GM","25-34",12,"2","1_Very Close to Most","several times a day",45,"No","once a week",-92.3,"Above 25","Struggling"
"GM","16-20",12,"3","2_Very Close to Some","several times a day",45,"Yes","rarely/never",-32.6,"17","Struggling"
"GM","21-24",8,"0","5_Dont Have Family","several times a day",45,"Yes","once a week",187.8,"21-25","Succeeding"
"GM","16-20",12,"6+","2_Very Close to Some","several times a day",45,"Yes","a few times a month",-31.3,"20","Struggling"
"GM","16-20",14,"4","3_Not Close","several times a day",45,"Yes","once a week",-77,"19","Struggling"
"GM","35-44",14,"4","1_Very Close to Most","several times a day",45,"Yes","rarely/never",-68.5,"Above 25","Struggling"
"GM","25-34",8,"2","1_Very Close to Most","several times a day",45,"Yes","once a day",-100,"Above 25","Struggling"
"GM","25-34",14,"3","2_Very Close to Some","several times a day",45,"Yes","several days a week",129.5,"Above 25","Succeeding"
"GM","25-34",8,"2","3_Not Close","several times a day",45,"Yes","rarely/never",-20.2,"Above 25","Struggling"
"GM","55-64",17,"4","3_Not Close","several times a day",45,"Yes","rarely/never",102.5,"Above 25","Succeeding"
"GM","21-24",14,"6+","2_Very Close to Some","several times a day",45,"Yes","once a week",-46,"18","Struggling"
"GM","21-24",14,"4","3_Not Close","several times a day",45,"Yes","once a day",-32.7,"21-25","Struggling"
"GM","16-20",5,"3","3_Not Close","several times a day",45,"Yes","rarely/never",-63.5,"17","Struggling"
"GM","25-34",12,"3","2_Very Close to Some","several times a day",45,"Yes","rarely/never",-83.4,"Above 25","Struggling"
"GM","25-34",NA,"6+","3_Not Close","several times a day",45,"Yes","rarely/never",157.4,"Above 25","Succeeding"
"GM","25-34",5,"1","1_Very Close to Most","several times a day",45,"Yes","once a day",149,"Above 25","Succeeding"
"GM","35-44",5,"3","3_Not Close","several times a day",45,"Yes","once a day",-54,"Above 25","Struggling"
"GM","21-24",5,"6+","1_Very Close to Most","several times a day",45,"Yes","once a week",-34,"16","Struggling"
"GM","55-64",5,"6+","6_Prefer Not to Say","several times a day",45,"Yes","once a day",-85.1,"Above 25","Struggling"
"GM","35-44",5,"5","3_Not Close","several times a day",45,"Yes","several days a week",142.2,"Above 25","Succeeding"
"GM","25-34",14,"6+","2_Very Close to Some","several times a day",45,"Yes","rarely/never",103.4,"Above 25","Succeeding"
"GM","65+",15,"6+","1_Very Close to Most","several times a day",45,"Yes","several days a week",172.6,"Above 25","Succeeding"
"GM","16-20",12,"6+","1_Very Close to Most","several times a day",45,"Yes","once a day",-14,"18","Struggling"
"GM","25-34",15,"1","1_Very Close to Most","several times a day",45,"Yes","several days a week",129.5,"Above 25","Succeeding"
"GM","25-34",5,"6+","2_Very Close to Some","several times a day",45,"Yes","once a day",-86,"Above 25","Struggling"
"GM","25-34",12,"6+","3_Not Close","several times a day",45,"Yes","rarely/never",-88.5,"Above 25","Struggling"
"GM","16-20",8,"5","3_Not Close","several times a day",45,"Yes","once a day",-96.6,"≤10","Struggling"
"GM","25-34",15,"1","1_Very Close to Most","several times a day",45,"Yes","several days a week",-13.3,"Above 25","Struggling"
"GM","25-34",8,"1","3_Not Close","several times a day",45,"Yes","rarely/never",-100,"Above 25","Struggling"
"GM","35-44",14,"3","1_Very Close to Most","several times a day",45,"Yes","once a day",-21.5,"Above 25","Struggling"
"GM","55-64",20,"4","1_Very Close to Most","several times a day",45,"Yes","once a day",-10,"Above 25","Struggling"
"GM","25-34",14,"3","1_Very Close to Most","several times a day",45,"Yes","once a day",184.8,"Above 25","Succeeding"
"GM","35-44",14,"1","2_Very Close to Some","several times a day",45,"Yes","once a day",-80.8,"Above 25","Struggling"
"GM","45-54",NA,"3","2_Very Close to Some","several times a day",45,"Yes","once a day",-29,"Above 25","Struggling"
"GM","25-34",15,"5","2_Very Close to Some","several times a day",45,"Yes","once a day",129.3,"Above 25","Succeeding"
"GM","25-34",14,"6+","2_Very Close to Some","several times a day",45,"Yes","rarely/never",-64.6,"Above 25","Struggling"
"GM","21-24",8,"1","4_Dont Get Along","several times a day",45,"Yes","rarely/never",-2.2,"19","Struggling"
"GM","21-24",12,"2","3_Not Close","several times a day",45,"Yes","once a week",-15.5,"19","Struggling"
"GM","21-24",NA,"5","1_Very Close to Most","several times a day",45,"Yes","rarely/never",193.2,"17","Succeeding"
"GM","21-24",14,"6+","2_Very Close to Some","several times a day",45,"Yes","once a day",117.1,"20","Succeeding"
"GM","25-34",12,"4","1_Very Close to Most","several times a day",45,"Yes","a few times a month",-7.4,"Above 25","Struggling"
"GM","21-24",15,"0","1_Very Close to Most","several times a day",45,"Yes","once a day",-13.4,"14","Struggling"
"GM","16-20",15,"6+","5_Dont Have Family","several times a day",45,"Yes","once a day",-80.8,"≤10","Struggling"
"GM","25-34",15,"0","6_Prefer Not to Say","several times a day",45,"Yes","once a week",-13.5,"Above 25","Struggling"
"GM","21-24",5,"2","3_Not Close","several times a day",45,"Yes","several days a week",113.7,"20","Succeeding"
"GM","25-34",5,"3","3_Not Close","several times a day",45,"Yes","several days a week",-9.2,"Above 25","Struggling"
"GM","25-34",5,"6+","4_Dont Get Along","several times a day",45,"Yes","several days a week",-14.7,"Above 25","Struggling"
"GM","35-44",15,"5","3_Not Close","several times a day",45,"Yes","rarely/never",155.9,"Above 25","Succeeding"
"GM","35-44",15,"6+","3_Not Close","several times a day",45,"Yes","rarely/never",-17.8,"Above 25","Struggling"
"GM","21-24",12,"2","4_Dont Get Along","several times a day",45,"Yes","rarely/never",-54.8,"18","Struggling"
"GM","35-44",NA,"6+","3_Not Close","once a day",30,"Yes","rarely/never",114.1,"Above 25","Succeeding"
"GM","16-20",12,"5","1_Very Close to Most","once a day",30,"Yes","rarely/never",133.8,"16","Succeeding"
"GM","25-34",15,"6+","2_Very Close to Some","once a day",30,"Yes","rarely/never",133.1,"Above 25","Succeeding"
"GM","21-24",12,"6+","4_Dont Get Along","once a day",30,"No","rarely/never",-73.9,"Do not Own","Struggling"
"GM","25-34",14,"2","1_Very Close to Most","once a day",30,"Yes","once a day",144.5,"Above 25","Succeeding"
"GM","45-54",8,"0","4_Dont Get Along","once a day",30,"Yes","once a day",-18.3,"Above 25","Struggling"
"GM","25-34",15,"6+","2_Very Close to Some","once a day",30,"Yes","rarely/never",149,"Above 25","Succeeding"
"GM","35-44",17,"1","2_Very Close to Some","once a day",30,"Yes","rarely/never",-27.1,"Above 25","Struggling"
"GM","16-20",12,"5","3_Not Close","once a day",30,"Yes","rarely/never",-52.8,"15","Struggling"
"GM","21-24",NA,"2","1_Very Close to Most","once a day",30,"Yes","rarely/never",143,"17","Succeeding"
"GM","16-20",12,"5","1_Very Close to Most","once a day",30,"Yes","once a day",108.6,"18","Succeeding"
"GM","25-34",12,"4","1_Very Close to Most","once a day",30,"Yes","rarely/never",-6.1,"Above 25","Struggling"
"GM","35-44",5,"2","2_Very Close to Some","once a day",30,"Yes","rarely/never",100.4,"Above 25","Succeeding"
"GM","35-44",15,"6+","3_Not Close","once a day",30,"Yes","several days a week",-52.4,"Above 25","Struggling"
"GM","35-44",5,"5","3_Not Close","once a day",30,"Yes","several days a week",-13.2,"Above 25","Struggling"
"GM","35-44",12,"1","3_Not Close","once a day",30,"Yes","several days a week",149.8,"Above 25","Succeeding"
"GM","45-54",5,"4","3_Not Close","once a day",30,"Yes","rarely/never",120.9,"Above 25","Succeeding"
"GM","25-34",15,"1","2_Very Close to Some","once a day",30,"Yes","rarely/never",-51.3,"Above 25","Struggling"
"GM","21-24",12,"2","2_Very Close to Some","once a day",30,"Yes","a few times a month",-75.2,"19","Struggling"
"GM","25-34",14,"4","2_Very Close to Some","once a day",30,"Yes","a few times a month",123.2,"Above 25","Succeeding"
"GM","25-34",15,"6+","2_Very Close to Some","once a day",30,"Yes","rarely/never",104,"Above 25","Succeeding"
"GM","45-54",5,"2","2_Very Close to Some","once a day",30,"Yes","once a day",-12.8,"Above 25","Struggling"
"GM","25-34",14,"0","2_Very Close to Some","once a day",30,"Yes","once a day",-16.1,"Above 25","Struggling"
"GM","21-24",17,"1","5_Dont Have Family","once a day",30,"Yes","several days a week",-37,"≤10","Struggling"
"GM","25-34",15,"0","2_Very Close to Some","once a day",30,"Yes","rarely/never",-8.9,"Above 25","Struggling"
"GM","25-34",12,"6+","2_Very Close to Some","once a day",30,"Yes","once a day",157.4,"Above 25","Succeeding"
"GM","21-24",12,"4","1_Very Close to Most","once a day",30,"Yes","once a day",111.8,"20","Succeeding"
"GM","35-44",14,"2","1_Very Close to Most","once a day",30,"Yes","rarely/never",145.6,"Above 25","Succeeding"
"GM","45-54",15,"4","2_Very Close to Some","once a day",30,"Yes","once a day",187.1,"Above 25","Succeeding"
"GM","25-34",14,"6+","3_Not Close","once a day",30,"Yes","rarely/never",-0.2,"Above 25","Struggling"
"GM","21-24",5,"6+","3_Not Close","once a day",30,"Yes","rarely/never",-4.5,"21-25","Struggling"
"GM","21-24",15,"5","6_Prefer Not to Say","once a day",30,"Yes","rarely/never",-39.4,"20","Struggling"
"GM","21-24",14,"4","2_Very Close to Some","once a day",30,"Yes","rarely/never",-80.3,"17","Struggling"
"GM","25-34",14,"1","2_Very Close to Some","once a day",30,"Yes","once a day",187.1,"Above 25","Succeeding"
"GM","35-44",8,"2","1_Very Close to Most","once a day",30,"Yes","several days a week",138.2,"Above 25","Succeeding"
"GM","25-34",12,"0","1_Very Close to Most","once a day",30,"Yes","once a day",145.2,"Above 25","Succeeding"
"GM","45-54",15,"0","3_Not Close","once a day",30,"Yes","once a day",146,"Above 25","Succeeding"
"GM","21-24",15,"2","1_Very Close to Most","once a day",30,"Yes","rarely/never",144.5,"21-25","Succeeding"
"GM","21-24",15,"2","1_Very Close to Most","once a day",30,"Yes","a few times a month",144.5,"21-25","Succeeding"
"GM","21-24",15,"5","2_Very Close to Some","once a day",30,"Yes","once a day",119,"17","Succeeding"
"GM","25-34",14,"1","4_Dont Get Along","once a day",30,"No","several days a week",-96.4,"Above 25","Struggling"
"GM","25-34",15,"1","5_Dont Have Family","once a day",30,"Yes","rarely/never",126.2,"Above 25","Succeeding"
"GM","55-64",5,"6+","1_Very Close to Most","once a day",30,"Yes","once a day",-5.4,"Above 25","Struggling"
"GM","25-34",5,"2","1_Very Close to Most","once a day",30,"Yes","once a week",117.3,"Above 25","Succeeding"
"GM","25-34",12,"2","2_Very Close to Some","once a day",30,"Yes","rarely/never",-20.7,"Above 25","Struggling"
"GM","25-34",12,"2","1_Very Close to Most","once a day",30,"Yes","once a week",-16.2,"Above 25","Struggling"
"GM","21-24",14,"0","3_Not Close","once a day",30,"Yes","rarely/never",-6,"19","Struggling"
"GM","25-34",12,"6+","1_Very Close to Most","once a day",30,"Yes","once a day",-15.8,"Above 25","Struggling"
"GM","45-54",17,"5","2_Very Close to Some","once a day",30,"Yes","rarely/never",108.7,"Above 25","Succeeding"
"GM","65+",5,"3","5_Dont Have Family","once a day",30,"Yes","several days a week",-38.9,"Above 25","Struggling"
"GM","45-54",15,"5","1_Very Close to Most","once a day",30,"Yes","once a day",110.3,"Above 25","Succeeding"
"GM","45-54",8,"3","3_Not Close","once a day",30,"Yes","rarely/never",-24.9,"Above 25","Struggling"
"GM","45-54",12,"6+","2_Very Close to Some","once a day",30,"Yes","several days a week",150.4,"Above 25","Succeeding"
"GM","16-20",12,"1","4_Dont Get Along","once a day",30,"Yes","once a day",114.4,"20","Succeeding"
"GM","35-44",5,"2","5_Dont Have Family","once a day",30,"Yes","once a week",-80.8,"Above 25","Struggling"
"GM","35-44",14,"0","5_Dont Have Family","once a day",30,"No","several days a week",-32.6,"Above 25","Struggling"
"GM","16-20",12,"5","3_Not Close","once a day",30,"Yes","several days a week",-1.1,"19","Struggling"
"GM","35-44",14,"6+","1_Very Close to Most","once a day",30,"Yes","rarely/never",120.9,"Above 25","Succeeding"
"GM","21-24",NA,"6+","5_Dont Have Family","once a day",30,"Yes","once a day",136.1,"20","Succeeding"
"GM","25-34",5,"0","2_Very Close to Some","once a day",30,"Yes","several days a week",-100,"Above 25","Struggling"
"GM","16-20",12,"6+","2_Very Close to Some","once a day",30,"Yes","once a day",112.9,"20","Succeeding"
"GM","25-34",12,"4","1_Very Close to Most","once a day",30,"Yes","a few times a month",-6.1,"Above 25","Struggling"
"GM","35-44",14,"6+","2_Very Close to Some","once a day",30,"Yes","once a week",187.1,"Above 25","Succeeding"
"GM","21-24",15,"3","3_Not Close","once a day",30,"Yes","rarely/never",152.1,"17","Succeeding"
"GM","21-24",12,"2","3_Not Close","once a day",30,"Yes","several days a week",172.6,"20","Succeeding"
"GM","35-44",5,"3","4_Dont Get Along","once a day",30,"Yes","rarely/never",134.2,"Above 25","Succeeding"
"GM","65+",20,"1","3_Not Close","once a day",30,"Yes","once a week",113.3,"Above 25","Succeeding"
"GM","25-34",12,"6+","5_Dont Have Family","once a day",30,"Yes","once a day",187.1,"Above 25","Succeeding"
"GM","21-24",14,"6+","2_Very Close to Some","once a day",30,"Yes","once a week",107.2,"20","Succeeding"
"GM","35-44",12,"6+","1_Very Close to Most","once a day",30,"Yes","rarely/never",-6.3,"Above 25","Struggling"
"GM","35-44",14,"2","4_Dont Get Along","once a day",30,"Yes","once a week",-6,"Above 25","Struggling"
"GM","35-44",15,"2","1_Very Close to Most","once a day",30,"Yes","several days a week",122.6,"Above 25","Succeeding"
"GM","21-24",12,"4","3_Not Close","once a day",30,"Yes","once a day",178.7,"≤10","Succeeding"
"GM","35-44",14,"5","2_Very Close to Some","once a day",30,"Yes","a few times a month",116.9,"Above 25","Succeeding"
"GM","35-44",14,"5","2_Very Close to Some","once a day",30,"Yes","rarely/never",116.9,"Above 25","Succeeding"
"GM","21-24",12,"4","2_Very Close to Some","once a day",30,"Yes","several days a week",-31.2,"21-25","Struggling"
"GM","25-34",NA,"3","1_Very Close to Most","once a day",30,"Yes","several days a week",103.4,"Above 25","Succeeding"
"GM","25-34",15,"6+","2_Very Close to Some","once a day",30,"Yes","a few times a month",104,"Above 25","Succeeding"
"GM","45-54",17,"5","2_Very Close to Some","once a day",30,"Yes","a few times a month",108.7,"Above 25","Succeeding"
"GM","35-44",12,"2","2_Very Close to Some","once a day",30,"Yes","once a day",-56.7,"Above 25","Struggling"
"GM","16-20",12,"4","2_Very Close to Some","once a day",30,"No","rarely/never",-33.1,"Do not Own","Struggling"
"GM","35-44",5,"5","1_Very Close to Most","once a day",30,"Yes","once a day",166.5,"Above 25","Succeeding"
"GM","25-34",5,"3","2_Very Close to Some","once a day",30,"Yes","several days a week",-23.8,"Above 25","Struggling"
"GM","16-20",12,"5","1_Very Close to Most","once a day",30,"Yes","a few times a month",133.8,"16","Succeeding"
"GM","16-20",14,"5","1_Very Close to Most","once a day",30,"Yes","several days a week",-2.2,"≤10","Struggling"
"GM","21-24",NA,"0","3_Not Close","once a day",30,"Yes","rarely/never",-10.9,"18","Struggling"
"GM","25-34",12,"4","2_Very Close to Some","once a day",30,"Yes","several days a week",149.8,"Above 25","Succeeding"
"GM","35-44",17,"5","2_Very Close to Some","once a day",30,"Yes","rarely/never",-40.7,"Above 25","Struggling"
"GM","35-44",15,"5","2_Very Close to Some","once a day",30,"Yes","once a week",120.3,"Above 25","Succeeding"
"GM","25-34",5,"0","6_Prefer Not to Say","once a day",30,"Yes","once a day",-83.4,"Above 25","Struggling"
"GM","25-34",5,"4","1_Very Close to Most","once a day",30,"Yes","several days a week",112.5,"Above 25","Succeeding"
"GM","21-24",8,"4","1_Very Close to Most","once a day",30,"Yes","once a day",-18.3,"18","Struggling"
"GM","21-24",14,"5","1_Very Close to Most","once a day",30,"Yes","once a week",165.8,"18","Succeeding"
"GM","21-24",12,"5","5_Dont Have Family","once a day",30,"Yes","a few times a month",122.4,"20","Succeeding"
