"Group","AgeGroup","Education_Years","ShareHomeWith","RelationWithAdultFamily","UPF.Freq","UPF.Freq.N","Smartphone.ownership","Exercise.Freq","Overall.MHQ","AgeOfFirstSP","MHQ_bucket"
"Rural.Hadza","25-34",6,"3","1_Very Close to Most","several days a week",15,"No","once a day",136.3,"Above 25","Succeeding"
"Rural.Hadza","45-54",8,"1","1_Very Close to Most","a few times a month",5,"No","rarely/never",101.9,"Above 25","Succeeding"
"Rural.Hadza","25-34",8,"5","3_Not Close","several times a day",45,"No","once a day",145.2,"Above 25","Succeeding"
"Rural.Hadza","35-44",2,"5","1_Very Close to Most","several days a week",15,"No","once a day",146.8,"Above 25","Succeeding"
"Rural.Hadza","25-34",2,"4","1_Very Close to Most","rarely/never",1,"No","once a day",124.7,"Above 25","Succeeding"
"Rural.Hadza","25-34",8,"4","3_Not Close","several days a week",15,"Yes","once a day",133.1,"Above 25","Succeeding"
"Rural.Hadza","25-34",8,"3","1_Very Close to Most","a few times a month",5,"Yes","a few times a month",168.8,"Above 25","Succeeding"
"Rural.Hadza","35-44",8,"3","2_Very Close to Some","a few times a month",5,"No","rarely/never",111,"Above 25","Succeeding"
"Rural.Hadza","45-54",8,"6+","1_Very Close to Most","rarely/never",1,"No","rarely/never",158.9,"Above 25","Succeeding"
"Rural.Hadza","55-64",8,"6+","1_Very Close to Most","several days a week",15,"No","once a day",158.2,"Above 25","Succeeding"
"Rural.Hadza","55-64",8,"3","1_Very Close to Most","a few times a month",5,"Yes","once a day",140.7,"Above 25","Succeeding"
"Rural.Hadza","21-24",14,"4","1_Very Close to Most","a few times a month",5,"Yes","once a day",-98.7,"15","Struggling"
"Rural.Hadza","25-34",14,"2","2_Very Close to Some","several times a day",45,"Yes","once a day",124.7,"Above 25","Succeeding"
"Rural.Hadza","21-24",12,"0","2_Very Close to Some","several days a week",15,"Yes","once a day",104.9,"≤10","Succeeding"
"Rural.Hadza","21-24",12,"4","1_Very Close to Most","several times a day",45,"No","once a day",140.7,NA,"Succeeding"
"Rural.Hadza","45-54",8,"2","1_Very Close to Most","several days a week",15,"No","once a day",123.2,"Above 25","Succeeding"
"Rural.Hadza","21-24",8,"5","1_Very Close to Most","a few times a month",5,"No","rarely/never",125.5,NA,"Succeeding"
"Rural.Hadza","55-64",8,"5","1_Very Close to Most","several days a week",15,"No","once a day",115.6,"Above 25","Succeeding"
"Rural.Hadza","35-44",8,"6+","1_Very Close to Most","a few times a month",5,"No","once a day",149,"Above 25","Succeeding"
"Rural.Hadza","21-24",4,"0","5_Dont Have Family","once a day",30,"Yes","once a day",-14,NA,"Struggling"
"Rural.Hadza","35-44",8,"6+","1_Very Close to Most","several times a day",45,"No","once a day",129.3,"Above 25","Succeeding"
"Rural.Hadza","45-54",8,"3","1_Very Close to Most","once a day",30,"No","once a day",158.4,"Above 25","Succeeding"
"Rural.Hadza","25-34",14,"0","2_Very Close to Some","rarely/never",1,"Yes","once a day",-69.7,"Above 25","Struggling"
"Rural.Hadza","65+",8,"0","1_Very Close to Most","rarely/never",1,"No","once a day",-0.7,"Above 25","Struggling"
"Rural.Hadza","55-64",8,"4","1_Very Close to Most","several days a week",15,"No","once a day",158.9,"Above 25","Succeeding"
"Rural.Hadza","35-44",8,"4","1_Very Close to Most","a few times a month",5,"No","once a day",118.6,"Above 25","Succeeding"
"Rural.Hadza","45-54",8,"6+","1_Very Close to Most","several days a week",15,"No","once a day",136.9,"Above 25","Succeeding"
"Rural.Hadza","55-64",4,"2","1_Very Close to Most","rarely/never",1,"No","once a day",112.9,"Above 25","Succeeding"
"Rural.Hadza","25-34",14,"6+","1_Very Close to Most","rarely/never",1,"Yes","once a day",171.1,"Above 25","Succeeding"
"Rural.Hadza","45-54",8,"2","2_Very Close to Some","rarely/never",1,"No","rarely/never",119,"Above 25","Succeeding"
"Rural.Hadza","35-44",8,"4","1_Very Close to Most","once a day",30,"Yes","once a day",135.4,"Above 25","Succeeding"
"Rural.Hadza","35-44",8,"3","1_Very Close to Most","a few times a month",5,"No","once a day",-13.5,"Above 25","Struggling"
"Rural.Hadza","25-34",14,"1","1_Very Close to Most","rarely/never",1,"No","once a day",130,"Above 25","Succeeding"
"Rural.Hadza","45-54",8,"4","1_Very Close to Most","once a day",30,"No","once a day",137.6,"Above 25","Succeeding"
"Rural.Hadza","65+",4,"5","2_Very Close to Some","several days a week",15,"No","once a day",139.9,"Above 25","Succeeding"
"Rural.Hadza","25-34",14,"2","2_Very Close to Some","rarely/never",1,"Yes","once a day",-54.7,"Above 25","Struggling"
"Rural.Hadza","45-54",8,"5","1_Very Close to Most","rarely/never",1,"No","once a day",148.3,"Above 25","Succeeding"
"Rural.Hadza","25-34",8,"5","1_Very Close to Most","rarely/never",1,"No","several days a week",153.6,"Above 25","Succeeding"
"Rural.Hadza","25-34",8,"5","1_Very Close to Most","rarely/never",1,"No","several days a week",153.6,"Above 25","Succeeding"
"Rural.Hadza","25-34",8,"5","1_Very Close to Most","rarely/never",1,"No","several days a week",153.6,"Above 25","Succeeding"
"Rural.Hadza","55-64",8,"1","1_Very Close to Most","a few times a month",5,"No","once a day",149.8,"Above 25","Succeeding"
"Rural.Hadza","25-34",14,"3","6_Prefer Not to Say","rarely/never",1,"No","a few times a month",172.6,"Above 25","Succeeding"
"Rural.Hadza","25-34",8,"5","4_Dont Get Along","several times a day",45,"Yes","rarely/never",-59.7,"Above 25","Struggling"
"Rural.Hadza","35-44",8,"6+","1_Very Close to Most","several days a week",15,"Yes","once a day",114.8,"Above 25","Succeeding"
"Rural.Hadza","25-34",8,"4","1_Very Close to Most","a few times a month",5,"No","once a day",133.8,"Above 25","Succeeding"
"Rural.Hadza","65+",8,"6+","1_Very Close to Most","a few times a month",5,"No","once a day",103.4,"Above 25","Succeeding"
"Rural.Hadza","55-64",8,"3","1_Very Close to Most","several days a week",15,"No","once a day",111,"Above 25","Succeeding"
"Rural.Hadza","35-44",8,"6+","1_Very Close to Most","rarely/never",1,"No","rarely/never",151.3,"Above 25","Succeeding"
"Rural.Hadza","45-54",8,"1","1_Very Close to Most","rarely/never",1,"No","once a day",149.8,"Above 25","Succeeding"
"Rural.Hadza","35-44",8,"1","2_Very Close to Some","several days a week",15,"No","once a day",139.9,"Above 25","Succeeding"
"Rural.Hadza","16-20",12,"6+","1_Very Close to Most","several days a week",15,"No","once a day",146.8,NA,"Succeeding"
"Rural.Hadza","25-34",8,"4","2_Very Close to Some","rarely/never",1,"No","once a day",109.5,"Above 25","Succeeding"
"Rural.Hadza","45-54",8,"0","4_Dont Get Along","several times a day",45,"No","once a day",111.8,"Above 25","Succeeding"
"Rural.Hadza","25-34",14,"3","1_Very Close to Most","several days a week",15,"Yes","once a day",145.4,"Above 25","Succeeding"
"Rural.Hadza","55-64",8,"6+","4_Dont Get Along","rarely/never",1,"No","once a day",113.3,"Above 25","Succeeding"
"Rural.Hadza","35-44",8,"5","1_Very Close to Most","a few times a month",5,"No","rarely/never",102.7,"Above 25","Succeeding"
"Rural.Hadza","25-34",10,"4","2_Very Close to Some","several days a week",15,"No","once a day",-1.1,"Above 25","Struggling"
"Rural.Hadza","55-64",8,"4","1_Very Close to Most","several days a week",15,"No","once a day",143.7,"Above 25","Succeeding"
"Rural.Hadza","55-64",8,"4","1_Very Close to Most","several days a week",15,"No","once a day",143.7,"Above 25","Succeeding"
"Rural.Hadza","35-44",8,"3","1_Very Close to Most","rarely/never",1,"No","once a day",120.9,"Above 25","Succeeding"
"Rural.Hadza","25-34",8,"1","1_Very Close to Most","several days a week",15,"No","once a day",136.9,"Above 25","Succeeding"
"Rural.Hadza","55-64",8,"5","1_Very Close to Most","a few times a month",5,"Yes","several days a week",159.7,"Above 25","Succeeding"
"Rural.Hadza","35-44",8,"4","1_Very Close to Most","several times a day",45,"Yes","once a day",152.1,"Above 25","Succeeding"
"Rural.Hadza","21-24",12,"4","2_Very Close to Some","several days a week",15,"No","once a day",148.3,NA,"Succeeding"
"Rural.Hadza","25-34",8,"4","5_Dont Have Family","rarely/never",1,"No","once a day",133.8,"Above 25","Succeeding"
"Rural.Hadza","16-20",12,"4","1_Very Close to Most","a few times a month",5,"No","once a day",114.3,NA,"Succeeding"
"Rural.Hadza","25-34",12,"6+","1_Very Close to Most","a few times a month",5,"No","once a day",145.2,"Above 25","Succeeding"
"Rural.Hadza","65+",8,"6+","3_Not Close","several days a week",15,"No","once a day",168.8,"Above 25","Succeeding"
"Rural.Hadza","21-24",10,"6+","1_Very Close to Most","rarely/never",1,"Yes","once a day",174.9,"20","Succeeding"
"Rural.Hadza","25-34",6,"6+","1_Very Close to Most","rarely/never",1,"No","once a day",109.1,"Above 25","Succeeding"
"Rural.Hadza","45-54",8,"6+","1_Very Close to Most","several days a week",15,"No","once a day",127.8,"Above 25","Succeeding"
"Rural.Hadza","35-44",8,"3","5_Dont Have Family","several times a day",45,"Yes","once a day",151.7,"Above 25","Succeeding"
"Rural.Hadza","45-54",8,"4","1_Very Close to Most","several times a day",45,"No","once a day",143,"Above 25","Succeeding"
"Rural.Hadza","35-44",8,"3","1_Very Close to Most","a few times a month",5,"No","once a day",130,"Above 25","Succeeding"
"Rural.Hadza","35-44",8,"3","1_Very Close to Most","a few times a month",5,"No","once a day",160.5,"Above 25","Succeeding"
"Rural.Hadza","21-24",8,"3","1_Very Close to Most","a few times a month",5,"Yes","once a day",-20.1,"21-25","Struggling"
"Rural.Hadza","21-24",12,"3","3_Not Close","several days a week",15,"Yes","once a day",128.5,"≤10","Succeeding"
"Rural.Hadza","55-64",8,"6+","2_Very Close to Some","a few times a month",5,"No","once a day",118.6,"Above 25","Succeeding"
"Rural.Hadza","25-34",8,"3","1_Very Close to Most","several times a day",45,"Yes","once a day",173.4,"Above 25","Succeeding"
"Rural.Hadza","45-54",8,"5","3_Not Close","rarely/never",1,"Yes","once a day",144.5,"Above 25","Succeeding"
"Rural.Hadza","35-44",8,"2","3_Not Close","rarely/never",1,"No","once a day",-32.8,"Above 25","Struggling"
"Rural.Hadza","45-54",8,"6+","1_Very Close to Most","rarely/never",1,"Yes","once a day",111,"Above 25","Succeeding"
"Rural.Hadza","55-64",8,"6+","1_Very Close to Most","rarely/never",1,"No","once a day",176.4,"Above 25","Succeeding"
"Rural.Hadza","35-44",8,"3","2_Very Close to Some","rarely/never",1,"Yes","once a day",-25.2,"Above 25","Struggling"
"Rural.Hadza","45-54",8,"4","1_Very Close to Most","a few times a month",5,"No","once a day",113.3,"Above 25","Succeeding"
"Rural.Hadza","25-34",12,"3","1_Very Close to Most","a few times a month",5,"No","several days a week",149.8,"Above 25","Succeeding"
"Rural.Hadza","55-64",8,"2","1_Very Close to Most","a few times a month",5,"Yes","several days a week",131.6,"Above 25","Succeeding"
"Rural.Hadza","16-20",8,"6+","1_Very Close to Most","rarely/never",1,"No","once a day",162,NA,"Succeeding"
"Rural.Hadza","21-24",12,"4","1_Very Close to Most","once a day",30,"No","rarely/never",148.3,NA,"Succeeding"
"Rural.Hadza","45-54",8,"5","1_Very Close to Most","once a day",30,"No","once a day",140.9,"Above 25","Succeeding"
"Rural.Hadza","45-54",8,"4","1_Very Close to Most","a few times a month",5,"No","once a day",143.7,"Above 25","Succeeding"
"Rural.Hadza","55-64",8,"5","2_Very Close to Some","a few times a month",5,"No","once a day",158.9,"Above 25","Succeeding"
"Rural.Hadza","65+",8,"4","1_Very Close to Most","a few times a month",5,"No","rarely/never",-12.3,"Above 25","Struggling"
"Rural.Hadza","55-64",12,"4","1_Very Close to Most","once a day",30,"No","rarely/never",165.8,"Above 25","Succeeding"
"Rural.Hadza","21-24",12,"2","1_Very Close to Most","several times a day",45,"Yes","once a day",120.9,"15","Succeeding"
"Rural.Hadza","25-34",12,"6+","1_Very Close to Most","several times a day",45,"No","rarely/never",156.7,"Above 25","Succeeding"
"Rural.Hadza","25-34",8,"2","5_Dont Have Family","rarely/never",1,"No","once a day",112.5,"Above 25","Succeeding"
"Rural.Hadza","16-20",12,"5","5_Dont Have Family","rarely/never",1,"No","rarely/never",144.5,NA,"Succeeding"
"Rural.Hadza","25-34",6,"4","2_Very Close to Some","several days a week",15,"No","once a day",-10.5,"Above 25","Struggling"
"Rural.Hadza","25-34",6,"4","2_Very Close to Some","several days a week",15,"No","once a day",-10.5,"Above 25","Struggling"
"Rural.Hadza","35-44",8,"4","1_Very Close to Most","several days a week",15,"No","once a day",110.3,"Above 25","Succeeding"
"Rural.Hadza","16-20",8,"4","1_Very Close to Most","several times a day",45,"No","once a day",130.8,NA,"Succeeding"
"Rural.Hadza","25-34",8,"6+","2_Very Close to Some","a few times a month",5,"No","once a day",134.6,"Above 25","Succeeding"
"Rural.Hadza","25-34",8,"3","1_Very Close to Most","a few times a month",5,"No","once a day",-11,"Above 25","Struggling"
"Rural.Hadza","35-44",8,"5","1_Very Close to Most","rarely/never",1,"No","rarely/never",109.5,"Above 25","Succeeding"
"Rural.Hadza","25-34",10,"4","2_Very Close to Some","several days a week",15,"No","once a day",123.2,"Above 25","Succeeding"
"Rural.Hadza","16-20",10,"2","2_Very Close to Some","rarely/never",1,"No","once a day",112.5,"Do not Own","Succeeding"
"Rural.Hadza","16-20",12,"3","1_Very Close to Most","several days a week",15,"Yes","once a day",158.2,"15","Succeeding"
"Rural.Hadza","25-34",12,"4","3_Not Close","a few times a month",5,"No","once a day",120.9,"Above 25","Succeeding"
"Rural.Hadza","21-24",10,"1","1_Very Close to Most","several times a day",45,"Yes","once a day",162.7,"18","Succeeding"
"Rural.Hadza","21-24",14,"2","1_Very Close to Most","a few times a month",5,"No","rarely/never",148.3,NA,"Succeeding"
"Rural.Hadza","21-24",12,"3","2_Very Close to Some","rarely/never",1,"No","once a day",130.8,NA,"Succeeding"
"Rural.Hadza","16-20",10,"5","1_Very Close to Most","a few times a month",5,"No","rarely/never",-29.9,NA,"Struggling"
"Rural.Hadza","16-20",10,"5","1_Very Close to Most","a few times a month",5,"No","rarely/never",-29.9,NA,"Struggling"
"Rural.Hadza","55-64",12,"4","2_Very Close to Some","rarely/never",1,"No","once a day",117.9,"Above 25","Succeeding"
"Rural.Hadza","21-24",10,"5","6_Prefer Not to Say","rarely/never",1,"Yes","several days a week",-8.4,"21-25","Struggling"
"Rural.Hadza","16-20",10,"3","5_Dont Have Family","rarely/never",1,"No","rarely/never",106.5,NA,"Succeeding"
"Rural.Hadza","16-20",14,"6+","2_Very Close to Some","several times a day",45,"No","once a day",135,NA,"Succeeding"
"Rural.Hadza","16-20",12,"5","1_Very Close to Most","a few times a month",5,"No","once a day",187.1,NA,"Succeeding"
"Rural.Hadza","16-20",12,"4","1_Very Close to Most","a few times a month",5,"No","once a day",132.3,NA,"Succeeding"
"Rural.Hadza","25-34",10,"3","1_Very Close to Most","a few times a month",5,"No","rarely/never",150.6,"Above 25","Succeeding"
"Rural.Hadza","55-64",2,"3","3_Not Close","several days a week",15,NA,"once a day",124.1,"Above 25","Succeeding"
"Rural.Hadza","35-44",6,"6+","2_Very Close to Some","a few times a month",5,"No","once a day",136.9,"Above 25","Succeeding"
"Rural.Hadza","25-34",12,"4","1_Very Close to Most","several days a week",15,"No","once a day",102.7,"Above 25","Succeeding"
"Rural.Hadza","25-34",2,"6+","1_Very Close to Most","rarely/never",1,"No","once a day",139.9,"Above 25","Succeeding"
"Rural.Hadza","16-20",12,"3","1_Very Close to Most","several days a week",15,"Yes","once a day",126.6,"18","Succeeding"
"Rural.Hadza","25-34",10,"5","3_Not Close","a few times a month",5,"Yes","once a day",148.3,"Above 25","Succeeding"
"Rural.Hadza","21-24",10,"2","2_Very Close to Some","a few times a month",5,"Yes","a few times a month",104.2,NA,"Succeeding"
"Rural.Hadza","65+",12,"2","2_Very Close to Some","rarely/never",1,"Yes","several days a week",139.2,"Above 25","Succeeding"
"Rural.Hadza","25-34",10,"4","1_Very Close to Most","once a day",30,"Yes","several days a week",127.9,"Above 25","Succeeding"
"Rural.Hadza","16-20",10,"2","5_Dont Have Family","rarely/never",1,"No","once a day",-6.5,NA,"Struggling"
"Rural.Hadza","25-34",12,"2","2_Very Close to Some","several days a week",15,"Yes","once a day",147.5,"Above 25","Succeeding"
"Rural.Hadza","21-24",12,"3","1_Very Close to Most","rarely/never",1,"No","rarely/never",155.1,NA,"Succeeding"
"Rural.Hadza","35-44",10,"4","1_Very Close to Most","rarely/never",1,"No","once a day",-11.6,"Above 25","Struggling"
"Rural.Hadza","35-44",10,"2","1_Very Close to Most","several days a week",15,"No","once a day",-93.7,"Above 25","Struggling"
"Rural.Hadza","35-44",12,"4","2_Very Close to Some","several times a day",45,"No","once a day",105.7,"Above 25","Succeeding"
"Rural.Hadza","55-64",12,"6+","1_Very Close to Most","rarely/never",1,"No","once a day",-55.1,"Above 25","Struggling"
"Rural.Hadza","16-20",10,"2","2_Very Close to Some","once a day",30,"No","once a day",116.3,"Do not Own","Succeeding"
"Rural.Hadza","25-34",12,"2","1_Very Close to Most","several times a day",45,"Yes","once a day",152.9,"Above 25","Succeeding"
"Rural.Hadza","35-44",10,"5","2_Very Close to Some","a few times a month",5,"No","once a day",127,"Above 25","Succeeding"
"Rural.Hadza","16-20",10,"5","2_Very Close to Some","a few times a month",5,"Yes","once a day",121.7,"14","Succeeding"
"Rural.Hadza","65+",14,"6+","1_Very Close to Most","a few times a month",5,"No","rarely/never",162,"Above 25","Succeeding"
"Rural.Hadza","25-34",14,"6+","1_Very Close to Most","several days a week",15,"Yes","once a day",136.5,"Above 25","Succeeding"
"Rural.Hadza","55-64",6,"3","1_Very Close to Most","several days a week",15,"No","several days a week",134.6,"Above 25","Succeeding"
"Rural.Hadza","21-24",12,"4","2_Very Close to Some","several days a week",15,"Yes","a few times a month",114.8,"16","Succeeding"
"Rural.Hadza","25-34",12,"5","3_Not Close","several times a day",45,"No","once a day",-5.1,"Above 25","Struggling"
"Rural.Hadza","25-34",14,"5","1_Very Close to Most","once a day",30,"Yes","once a day",143,"Above 25","Succeeding"
"Rural.Hadza","25-34",6,"1","1_Very Close to Most","several times a day",45,"Yes","once a day",121.3,"Above 25","Succeeding"
"Rural.Hadza","45-54",2,"6+","1_Very Close to Most","a few times a month",5,"No","once a day",135,"Above 25","Succeeding"
"Rural.Hadza","35-44",6,"5","1_Very Close to Most","a few times a month",5,"No","once a day",139.5,"Above 25","Succeeding"
"Rural.Hadza","21-24",14,"4","1_Very Close to Most","rarely/never",1,"Yes","once a day",143,"≤10","Succeeding"
"Rural.Hadza","55-64",12,"6+","2_Very Close to Some","several days a week",15,"No","rarely/never",131.6,"Above 25","Succeeding"
"Rural.Hadza","35-44",12,"5","1_Very Close to Most","rarely/never",1,"No","once a day",144.5,"Above 25","Succeeding"
"Rural.Hadza","25-34",12,"5","2_Very Close to Some","several days a week",15,"No","once a day",126.4,"Above 25","Succeeding"
"Rural.Hadza","25-34",14,"6+","3_Not Close","a few times a month",5,"Yes","once a day",165.8,"Above 25","Succeeding"
"Rural.Hadza","25-34",12,"4","6_Prefer Not to Say","rarely/never",1,"Yes","rarely/never",127.9,"Above 25","Succeeding"
"Rural.Hadza","21-24",14,"6+","1_Very Close to Most","several times a day",45,"Yes","rarely/never",175.7,"≤10","Succeeding"
"Rural.Hadza","25-34",20,"0","2_Very Close to Some","several days a week",15,"Yes","once a day",123.6,"Above 25","Succeeding"
"Rural.Hadza","25-34",14,"3","2_Very Close to Some","several days a week",15,"No","once a day",147.5,"Above 25","Succeeding"
"Rural.Hadza","65+",20,"4","2_Very Close to Some","rarely/never",1,"No","rarely/never",160.5,"Above 25","Succeeding"
"Rural.Hadza","35-44",6,"5","2_Very Close to Some","a few times a month",5,"No","once a day",140.7,"Above 25","Succeeding"
"Rural.Hadza","35-44",16,"6+","1_Very Close to Most","several times a day",45,"Yes","once a day",131.6,"Above 25","Succeeding"
"Rural.Hadza","55-64",2,"4","2_Very Close to Some","several times a day",45,"No","once a day",-3.5,"Above 25","Struggling"
"Rural.Hadza","21-24",2,"3","1_Very Close to Most","several times a day",45,"Yes","once a day",139.9,"≤10","Succeeding"
"Rural.Hadza","65+",2,"4","1_Very Close to Most","several times a day",45,"No","once a day",126.2,"Above 25","Succeeding"
"Rural.Hadza","65+",4,"6+","1_Very Close to Most","rarely/never",1,"No","once a day",116.3,"Above 25","Succeeding"
"Rural.Hadza","16-20",6,"3","1_Very Close to Most","once a day",30,"No","rarely/never",133.8,NA,"Succeeding"
"Rural.Hadza","35-44",2,"3","4_Dont Get Along","a few times a month",5,"No","once a day",111.8,"Above 25","Succeeding"
"Rural.Hadza","16-20",14,"5","1_Very Close to Most","a few times a month",5,"Yes","once a day",-10.6,"19","Struggling"
"Rural.Hadza","25-34",14,"6+","1_Very Close to Most","a few times a month",5,"No","several days a week",148.3,"Above 25","Succeeding"
"Rural.Hadza","21-24",14,"6+","1_Very Close to Most","a few times a month",5,"Yes","once a day",119,NA,"Succeeding"
"Rural.Hadza","55-64",14,"6+","1_Very Close to Most","rarely/never",1,"No","once a day",149,"Above 25","Succeeding"
"Rural.Hadza","25-34",14,"4","1_Very Close to Most","several times a day",45,"Yes","once a day",152.1,"Above 25","Succeeding"
"Rural.Hadza","21-24",14,"2","1_Very Close to Most","several days a week",15,"No","once a day",148.3,NA,"Succeeding"
"Rural.Hadza","45-54",16,"6+","1_Very Close to Most","several days a week",15,"No","once a day",131.6,"Above 25","Succeeding"
"Rural.Hadza","35-44",6,"3","1_Very Close to Most","several days a week",15,"No","once a day",126.2,"Above 25","Succeeding"
"Rural.Hadza","25-34",12,"4","1_Very Close to Most","once a day",30,"Yes","once a day",146.8,"Above 25","Succeeding"
"Rural.Hadza","35-44",12,"6+","1_Very Close to Most","several days a week",15,"Yes","rarely/never",109.5,"Above 25","Succeeding"
"Rural.Hadza","35-44",16,"6+","1_Very Close to Most","rarely/never",1,"Yes","several days a week",172.6,"Above 25","Succeeding"
"Rural.Hadza","55-64",4,"1","2_Very Close to Some","several days a week",15,"No","once a day",130,"Above 25","Succeeding"
"Rural.Hadza","16-20",12,"4","6_Prefer Not to Say","once a day",30,"Yes","once a day",-29.9,"≤10","Struggling"
"Rural.Hadza","21-24",12,"6+","1_Very Close to Most","a few times a month",5,"No","rarely/never",-13.3,NA,"Struggling"
"Rural.Hadza","65+",4,"1","1_Very Close to Most","rarely/never",1,"No","rarely/never",130,"Above 25","Succeeding"
"Rural.Hadza","65+",4,"1","1_Very Close to Most","rarely/never",1,"No","rarely/never",130,"Above 25","Succeeding"
"Rural.Hadza","65+",4,"1","1_Very Close to Most","rarely/never",1,"No","rarely/never",130,"Above 25","Succeeding"
"Rural.Hadza","65+",4,"1","1_Very Close to Most","rarely/never",1,"No","rarely/never",130,"Above 25","Succeeding"
"Rural.Hadza","45-54",18,"2","1_Very Close to Most","several days a week",15,"No","once a day",137.6,"Above 25","Succeeding"
"Rural.Hadza","25-34",14,"2","6_Prefer Not to Say","a few times a month",5,"No","once a day",100.4,"Above 25","Succeeding"
"Rural.Hadza","25-34",14,"3","1_Very Close to Most","several days a week",15,"No","once a day",140.7,"Above 25","Succeeding"
"Rural.Hadza","45-54",4,"3","2_Very Close to Some","a few times a month",5,"No","once a day",127,"Above 25","Succeeding"
"Rural.Hadza","25-34",4,"5","5_Dont Have Family","a few times a month",5,"No","rarely/never",114.8,"Above 25","Succeeding"
"Rural.Hadza","35-44",4,"5","1_Very Close to Most","rarely/never",1,"No","rarely/never",127.2,"Above 25","Succeeding"
"Rural.Hadza","25-34",14,"6+","1_Very Close to Most","rarely/never",1,"Yes","once a day",118.6,"Above 25","Succeeding"
"Rural.Hadza","21-24",6,"3","1_Very Close to Most","once a day",30,"No","once a day",162.7,NA,"Succeeding"
"Rural.Hadza","21-24",12,"4","2_Very Close to Some","a few times a month",5,"No","once a day",152.1,NA,"Succeeding"
"Rural.Hadza","65+",4,"5","1_Very Close to Most","rarely/never",1,"No","once a day",119.4,"Above 25","Succeeding"
"Rural.Hadza","65+",2,"2","5_Dont Have Family","rarely/never",1,"No","rarely/never",131.6,"Above 25","Succeeding"
"Rural.Hadza","21-24",16,"3","2_Very Close to Some","several days a week",15,"Yes","several days a week",149.8,NA,"Succeeding"
"Rural.Hadza","65+",4,"2","1_Very Close to Most","rarely/never",1,"No","several days a week",127,"Above 25","Succeeding"
"Rural.Hadza","16-20",14,"3","2_Very Close to Some","several times a day",45,"Yes","rarely/never",147.5,"18","Succeeding"
"Rural.Hadza","21-24",12,"6+","3_Not Close","several days a week",15,"Yes","once a day",153.6,NA,"Succeeding"
"Rural.Hadza","35-44",14,"5","1_Very Close to Most","rarely/never",1,"Yes","rarely/never",101,"Above 25","Succeeding"
"Rural.Hadza","16-20",14,"5","2_Very Close to Some","several times a day",45,"Yes","a few times a month",162.7,NA,"Succeeding"
"Rural.Hadza","25-34",14,"4","1_Very Close to Most","once a day",30,"No","once a day",142.2,"Above 25","Succeeding"
"Rural.Hadza","55-64",6,"5","1_Very Close to Most","several days a week",15,"Yes","once a day",178.7,"Above 25","Succeeding"
"Rural.Hadza","55-64",14,"4","1_Very Close to Most","a few times a month",5,"No","once a day",124.1,"Above 25","Succeeding"
"Rural.Hadza","45-54",6,"6+","1_Very Close to Most","rarely/never",1,"No","once a day",127,"Above 25","Succeeding"
"Rural.Hadza","45-54",14,"4","1_Very Close to Most","several days a week",15,"No","several days a week",154.4,"Above 25","Succeeding"
"Rural.Hadza","45-54",14,"4","1_Very Close to Most","several days a week",15,"No","several days a week",154.4,"Above 25","Succeeding"
"Rural.Hadza","16-20",12,"6+","1_Very Close to Most","once a day",30,"Yes","once a day",166.2,"16","Succeeding"
"Rural.Hadza","16-20",16,"3","1_Very Close to Most","several days a week",15,"Yes","once a day",-35.2,"17","Struggling"
"Rural.Hadza","35-44",12,"4","5_Dont Have Family","rarely/never",1,"Yes","once a day",123.2,"Above 25","Succeeding"
"Rural.Hadza","25-34",12,"1","1_Very Close to Most","several days a week",15,"No","once a day",150.6,"Above 25","Succeeding"
"Rural.Hadza","16-20",6,"5","1_Very Close to Most","once a day",30,"No","rarely/never",104.4,NA,"Succeeding"
"Rural.Hadza","16-20",12,"3","1_Very Close to Most","several times a day",45,"Yes","several days a week",158.9,"≤10","Succeeding"
"Rural.Hadza","21-24",16,"3","1_Very Close to Most","several days a week",15,"Yes","once a day",-6,"19","Struggling"
"Rural.Hadza","25-34",12,"1","3_Not Close","a few times a month",5,"Yes","rarely/never",-26.9,"Above 25","Struggling"
"Rural.Hadza","25-34",12,"2","1_Very Close to Most","rarely/never",1,"No","once a day",145.2,"Above 25","Succeeding"
"Rural.Hadza","25-34",18,"1","1_Very Close to Most","several days a week",15,"Yes","once a day",158.9,"Above 25","Succeeding"
"Rural.Hadza","16-20",NA,"6+","1_Very Close to Most","a few times a month",5,"Yes","once a day",174.1,"19","Succeeding"
"Rural.Hadza","25-34",18,"1","3_Not Close","a few times a month",5,"Yes","several days a week",167.7,"Above 25","Succeeding"
"Rural.Hadza","35-44",12,"3","1_Very Close to Most","a few times a month",5,"No","rarely/never",108.7,"Above 25","Succeeding"
"Rural.Hadza","25-34",2,"4","1_Very Close to Most","rarely/never",1,"No","once a day",121.9,"Above 25","Succeeding"
"Rural.Hadza","35-44",4,"4","1_Very Close to Most","several days a week",15,"No","once a day",138,"Above 25","Succeeding"
"Rural.Hadza","35-44",12,"3","1_Very Close to Most","several times a day",45,"No","once a day",164.3,"Above 25","Succeeding"
"Rural.Hadza","65+",4,"1","1_Very Close to Most","a few times a month",5,"No","once a day",100.4,"Above 25","Succeeding"
"Rural.Hadza","25-34",16,"4","1_Very Close to Most","a few times a month",5,"Yes","once a day",151.3,"Above 25","Succeeding"
"Rural.Hadza","45-54",12,"5","1_Very Close to Most","several times a day",45,"No","once a day",133.1,"Above 25","Succeeding"
